locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
16325	b2217	1	7023	2314199	2314849	+	rcsB	DNA-binding response regulator in two-component regulatory system with RcsC and YojN (NCBI)	0.4777	17
16326	b2218	1	7023	2315049	2317898	-	rcsC	hybrid sensory kinase in two-component regulatory system with RcsB and YojN (RefSeq)	0.5091	97
16327	b2219	1	7023	2318065	2319891	+	atoS	sensory histidine kinase in two-component regulatory system with AtoC (NCBI)	0.4855	75
16328	b2220	1	7023	2319888	2321273	+	atoC	fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein (NCBI)	0.4899	43
16329	b2221	1	7023	2321469	2322131	+	atoD	acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit (NCBI)	0.5385	18
16330	b2222	1	7023	2322131	2322781	+	atoA	acetyl-CoA:acetoacetyl-CoA transferase, beta subunit (NCBI)	0.5361	18
16331	b2223	1	7023	2322778	2324100	+	atoE	short chain fatty acid transporter (NCBI)	0.5306	36
16332	b2224	1	7023	2324131	2325315	+	atoB	acetyl-CoA acetyltransferase (NCBI)	0.5300	39
16333	b2225	1	7023	2325389	2326165	-	yfaP	hypothetical protein (NCBI)	0.5251	24
16334	b2226	1	7023	2326170	2327819	-	yfaQ	hypothetical protein (NCBI)	0.5461	58
1936712	b4500	7	7023	2327820	2332424	-	yfaS		0.5372	161
16336	b2229	1	7023	2332358	2332981	-	b2229	orf, hypothetical protein (VIMSS)	0.5144	19
16337	b2230	1	7023	2332978	2334666	-	yfaA	orf, hypothetical protein (VIMSS)	0.5115	55
16338	b2231	1	7023	2334815	2337442	-	gyrA	DNA gyrase subunit A (NCBI)	0.5400	71
16339	b2232	1	7023	2337589	2338311	+	ubiG	3-demethylubiquinone-9 3-methyltransferase (NCBI)	0.5422	16
16340	b2233	1	7023	2338439	2342191	-	yfaL	adhesin (NCBI)	0.5137	164
16341	b2234	1	7023	2342887	2345172	+	nrdA	ribonucleotide-diphosphate reductase alpha subunit (NCBI)	0.5367	83
16342	b2235	1	7023	2345406	2346536	+	nrdB	ribonucleotide-diphosphate reductase beta subunit (NCBI)	0.5057	36
16343	b2236	1	7023	2346536	2346790	+	yfaE	predicted 2Fe-2S cluster-containing protein (NCBI)	0.5608	4
16344	b2237	1	7023	2346844	2347494	-	inaA	hypothetical protein (NCBI)	0.4946	24
16345	b2238	7	7023	2347673	2347915	+	yfaH	hypothetical protein (RefSeq)	0.4115	10
16346	b2239	1	7023	2347957	2349033	-	glpQ	periplasmic glycerophosphodiester phosphodiesterase (NCBI)	0.4559	47
16347	b2240	1	7023	2349038	2350396	-	glpT	sn-glycerol-3-phosphate transporter (NCBI)	0.5261	45
16348	b2241	1	7023	2350669	2352297	+	glpA	sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit, FAD/NAD(P)-binding (NCBI)	0.5734	46
16349	b2242	1	7023	2352287	2353546	+	glpB	anaerobic glycerol-3-phosphate dehydrogenase subunit B (NCBI)	0.5587	30
16350	b2243	1	7023	2353543	2354733	+	glpC	sn-glycerol-3-phosphate dehydrogenase (anaerobic), small subunit (NCBI)	0.5399	44
16351	b2244	1	7023	2354926	2355825	+	yfaD	hypothetical protein (NCBI)	0.4833	37
1936717	b4543	1	7023	2355838	2356023	+	ypaA	predicted protein (NCBI)	0.5054	4
16352	b2245	1	7023	2356064	2356867	-	yfaU	predicted 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (NCBI)	0.5361	25
16353	b2246	1	7023	2356885	2358174	-	b2246	putative transport protein (VIMSS)	0.5271	39
16354	b2247	1	7023	2358231	2359436	-	yfaW	predicted enolase (RefSeq)	0.5216	30
16355	b2248	1	7023	2359451	2360233	-	yfaX	predicted DNA-binding transcriptional regulator (NCBI)	0.5096	29
16356	b2249	1	7023	2360453	2361655	-	yfaY	competence damage-inducible protein A (NCBI)	0.5420	29
16357	b2250	1	7023	2361755	2362297	-	b2250	orf, hypothetical protein (VIMSS)	0.5322	23
16358	b2251	1	7023	2362576	2363001	+	yfaO	predicted NUDIX hydrolase (NCBI)	0.4765	12
16359	b2252	1	7023	2363040	2363642	-	ais	hypothetical protein (NCBI)	0.4328	33
16360	b2253	1	7023	2363950	2365089	+	arnB	uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent (RefSeq)	0.5132	45
16361	b2254	1	7023	2365093	2366061	+	yfbF	undecaprenyl phosphate-L-Ara4FN transferase (NCBI)	0.4985	42
16362	b2255	1	7023	2366061	2368043	+	yfbG	hypothetical protein (NCBI)	0.5113	69
16363	b2256	1	7023	2368040	2368930	+	yfbH	hypothetical protein (NCBI)	0.5286	26
16364	b2257	1	7023	2368930	2370582	+	arnT	4-amino-4-deoxy-L-arabinose transferase (NCBI)	0.5100	62
1936721	b4544	1	7023	2370579	2370914	+	yfbW	hypothetical protein (NCBI)	0.5357	10
16365	b2258	1	7023	2370914	2371300	+	b2258	putative transport/receptor protein (VIMSS)	0.4858	20
16366	b2259	1	7023	2371294	2371560	-	pmrD	polymyxin resistance protein B (VIMSS)	0.4682	12
16367	b2260	1	7023	2371670	2373025	-	menE	O-succinylbenzoic acid--CoA ligase (NCBI)	0.5605	35
16368	b2261	1	7023	2373022	2373984	-	menC	O-succinylbenzoate synthase (NCBI)	0.5898	19
16369	b2262	1	7023	2373984	2374841	-	menB	naphthoate synthase (NCBI)	0.5559	17
16370	b2263	1	7023	2374856	2375614	-	yfbB	predicted peptidase (NCBI)	0.5613	19
16371	b2264	1	7023	2375611	2377281	-	menD	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase (NCBI)	0.5811	28
16372	b2265	1	7023	2377370	2378665	-	menF	isochorismate hydroxymutase 2, menaquinone biosynthesis (VIMSS)	0.5340	37
16373	b2266	1	7023	2378744	2379049	-	elaB	hypothetical protein (NCBI)	0.5196	8
16374	b2267	1	7023	2379104	2379565	-	elaA	predicted acyltransferase with acyl-CoA N-acyltransferase domain (NCBI)	0.4784	17
16375	b2268	1	7023	2379630	2380547	+	elaC	orf, hypothetical protein (VIMSS)	0.5076	37
16376	b2269	1	7023	2380735	2381946	+	elaD	predicted enzyme (NCBI)	0.3540	76
16377	b2270	1	7023	2382017	2383744	-	yfbK	hypothetical protein (NCBI)	0.4722	73
16378	b2271	1	7023	2383882	2384853	+	yfbL	putative aminopeptidase (VIMSS)	0.4506	51
16379	b2272	1	7023	2384956	2385459	+	yfbM	hypothetical protein (NCBI)	0.4563	17
16380	b2273	1	7023	2385732	2386448	-	yfbN	hypothetical protein (NCBI)	0.3905	36
16381	b2274	1	7023	2386657	2387079	+	yfbO	predicted protein (RefSeq)	0.4019	21
16382	b2275	1	7023	2387138	2387986	+	yfbP	TPR-like repeats-containing protein (NCBI)	0.4346	35
16383	b2276	1	7023	2388070	2389527	-	nuoN	NADH:ubiquinone oxidoreductase, membrane subunit N (RefSeq)	0.5720	42
16384	b2277	1	7023	2389534	2391063	-	nuoM	NADH dehydrogenase subunit M (NCBI)	0.5471	41
16385	b2278	1	7023	2391227	2393068	-	nuoL	NADH dehydrogenase subunit L (NCBI)	0.5717	42
16386	b2279	1	7023	2393065	2393367	-	nuoK	NADH dehydrogenase subunit K (NCBI)	0.5479	8
16387	b2280	1	7023	2393364	2393918	-	nuoJ	NADH dehydrogenase subunit J (NCBI)	0.5387	18
16388	b2281	1	7023	2393930	2394472	-	nuoI	NADH dehydrogenase subunit I (NCBI)	0.5433	18
16389	b2282	1	7023	2394487	2395464	-	nuoH	NADH dehydrogenase subunit H (NCBI)	0.5419	20
16390	b2283	1	7023	2395461	2398187	-	nuoG	NADH:ubiquinone oxidoreductase, chain G (RefSeq)	0.5640	74
16391	b2284	1	7023	2398240	2399577	-	nuoF	NADH:ubiquinone oxidoreductase, chain F (NCBI)	0.5620	33
16392	b2285	1	7023	2399574	2400074	-	nuoE	NADH dehydrogenase subunit E (NCBI)	0.5529	9
16393	b2286	1	7023	2400077	2401867	-	nuoC	NADH:ubiquinone oxidoreductase, chain C,D (RefSeq)	0.5589	44
16394	b2287	1	7023	2401973	2402635	-	nuoB	NADH dehydrogenase subunit B (NCBI)	0.5173	25
16395	b2288	1	7023	2402651	2403094	-	nuoA	NADH dehydrogenase I chain A (VIMSS)	0.5338	15
16396	b2289	1	7023	2403725	2404663	-	lrhA	DNA-binding transcriptional repressor of flagellar, motility and chemotaxis genes (NCBI)	0.4973	41
16397	b2290	1	7023	2405583	2406800	+	yfbQ	aspartate aminotransferase (NCBI)	0.5049	43
16398	b2291	1	7023	2406884	2407483	+	yfbR	hypothetical protein (NCBI)	0.4933	18
16399	b2292	1	7023	2407542	2409374	-	yfbS	predicted transporter (NCBI)	0.5226	63
16400	b2293	1	7023	2409461	2410111	-	yfbT	putative phosphatase (VIMSS)	0.5653	18
16401	b2294	1	7023	2410122	2410616	-	b2294	orf, hypothetical protein (VIMSS)	0.4768	18
16402	b2295	1	7023	2410699	2411154	-	yfbV	hypothetical protein (NCBI)	0.5088	15
16403	b2296	1	7023	2411492	2412694	+	ackA	acetate kinase (NCBI)	0.5220	38
16404	b2297	1	7023	2412769	2414913	+	pta	phosphate acetyltransferase (NCBI)	0.5552	51
16405	b2298	1	7023	2415103	2416623	+	yfcC	putative S-transferase (VIMSS)	0.5207	46
16406	b2299	1	7023	2416656	2417198	-	yfcD	predicted NUDIX hydrolase (NCBI)	0.5322	9
16407	b2300	1	7023	2417256	2417810	-	yfcE	orf, hypothetical protein (VIMSS)	0.5189	18
16408	b2301	1	7023	2417863	2418507	-	yfcF	predicted enzyme (NCBI)	0.5163	18
16409	b2302	1	7023	2418643	2419290	+	yfcG	predicted glutathione S-transferase (NCBI)	0.5139	19
16410	b2303	1	7023	2419347	2419709	+	folX	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase (NCBI)	0.4490	20
16411	b2304	1	7023	2419730	2420623	+	yfcH	conserved protein with NAD(P)-binding Rossmann-fold domain (NCBI)	0.5492	31
16412	b2305	1	7023	2420671	2421561	-	yfcI	hypothetical protein (NCBI)	0.4557	40
16413	b2306	1	7023	2421758	2422531	-	hisP	histidine/lysine/arginine/ornithine transporter subunit (NCBI)	0.5194	20
16414	b2307	1	7023	2422539	2423255	-	hisM	histidine/lysine/arginine/ornithine transporter subunit (NCBI)	0.4965	37
16415	b2308	1	7023	2423252	2423938	-	hisQ	histidine/lysine/arginine/ornithine transporter subunit (NCBI)	0.5255	25
16416	b2309	1	7023	2424028	2424810	-	hisJ	histidine/lysine/arginine/ornithine transporter subunit (NCBI)	0.4879	23
16417	b2310	1	7023	2425031	2425813	-	argT	lysine/arginine/ornithine transporter subunit (NCBI)	0.5019	28
16418	b2311	1	7023	2426079	2426648	-	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase (NCBI)	0.5316	17
16419	b2312	1	7023	2426743	2428260	-	purF	amidophosphoribosyltransferase (NCBI)	0.5290	48
16420	b2313	1	7023	2428297	2428785	-	cvpA	membrane protein required for colicin V production (NCBI)	0.4908	13
16421	b2314	1	7023	2429044	2429706	-	dedD	putative lipoprotein (VIMSS)	0.5701	18
16422	b2315	1	7023	2429696	2430964	-	folC	bifunctional folylpolyglutamate synthase/ dihydrofolate synthase (NCBI)	0.5603	36
16423	b2316	1	7023	2431034	2431948	-	accD	acetyl-CoA carboxylase subunit beta (NCBI)	0.5541	17
16424	b2317	1	7023	2432104	2432763	-	dedA	conserved inner membrane protein (NCBI)	0.4894	23
16425	b2318	1	7023	2432846	2433658	-	truA	tRNA pseudouridine synthase A (NCBI)	0.5535	26
16426	b2319	1	7023	2433658	2434671	-	usg	hypothetical protein (NCBI)	0.5493	28
16427	b2320	1	7023	2434737	2435873	-	pdxB	erythronate-4-phosphate dehydrogenase (NCBI)	0.5303	38
16428	b2321	1	7023	2435972	2436967	+	flk	predicted flagella assembly protein (NCBI)	0.5201	36
16429	b2322	1	7023	2436964	2438142	-	yfcJ	predicted transporter (NCBI)	0.5657	31
16430	b2323	1	7023	2438407	2439627	-	fabB	3-oxoacyl-(acyl carrier protein) synthase (NCBI)	0.5659	35
16431	b2324	1	7023	2439786	2441792	+	b2324	putative peptidase (VIMSS)	0.5286	63
16432	b2325	1	7023	2441913	2442191	-	yfcL	hypothetical protein (NCBI)	0.5269	7
16433	b2326	1	7023	2442225	2442773	-	yfcM	hypothetical protein (NCBI)	0.5027	19
16434	b2327	1	7023	2442773	2443582	-	yfcA	conserved inner membrane protein (NCBI)	0.5272	28
16435	b2328	1	7023	2443582	2444406	-	mepA	penicillin-insensitive murein endopeptidase (NCBI)	0.5539	22
16436	b2329	1	7023	2444410	2445495	-	aroC	chorismate synthase (NCBI)	0.5672	21
16437	b2330	1	7023	2445530	2446462	-	yfcB	putative adenine-specific methylase (VIMSS)	0.5252	29
16438	b2331	1	7023	2446628	2447179	+	yfcN	hypothetical protein (NCBI)	0.5326	11
16439	b2332	1	7023	2447250	2448071	-	b2332	orf, hypothetical protein (VIMSS)	0.4550	37
16440	b2333	1	7023	2448073	2448612	-	yfcP	predicted fimbrial-like adhesin protein (NCBI)	0.4870	21
16441	b2334	1	7023	2448609	2449097	-	yfcQ	predicted fimbrial-like adhesin protein (NCBI)	0.4663	18
16442	b2335	1	7023	2449094	2449606	-	yfcR	predicted fimbrial-like adhesin protein (NCBI)	0.4912	27
16443	b2336	1	7023	2449606	2450358	-	yfcS	predicted periplasmic pilus chaperone (NCBI)	0.5100	26
3446195	b4661	7	7023	2450378	2453023	-	yfcU		0.5174	101
16445	b2339	1	7023	2453105	2453668	-	yfcV	predicted fimbrial-like adhesin protein (NCBI)	0.4610	27
16446	b2340	1	7023	2454349	2454834	-	sixA	phosphohistidine phosphatase (NCBI)	0.5329	12
16447	b2341	1	7023	2455037	2457181	-	yfcX	fused enoyl-CoA hydratase and epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase (NCBI)	0.5226	62
16448	b2342	1	7023	2457181	2458491	-	yfcY	acetyl-CoA acetyltransferase (NCBI)	0.5584	36
16449	b2343	1	7023	2458672	2458956	-	b2343	orf, hypothetical protein (VIMSS)	0.5158	5
16450	b2344	1	7023	2459328	2460668	+	fadL	long-chain fatty acid outer membrane transporter (RefSeq)	0.4981	63
16451	b2345	1	7023	2461034	2462092	+	yfdF	hypothetical protein (NCBI)	0.3551	81
16452	b2346	1	7023	2462274	2463029	-	vacJ	predicted lipoprotein (NCBI)	0.5185	30
16453	b2347	1	7023	2463323	2464255	+	yfdC	predicted inner membrane protein (NCBI)	0.4855	37
1936740	b2348	5	7023	2464331	2464405	+	argW	tRNA-Arg (NCBI)	0.4933	5
16454	b2349	1	7023	2464567	2465724	+	intS	CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase (NCBI)	0.4775	40
16455	b2350	1	7023	2465877	2466239	+	yfdG	CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase (flippase) (NCBI)	0.4601	13
16456	b2351	1	7023	2466236	2467156	+	yfdH	CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase (NCBI)	0.3952	46
16457	b2352	1	7023	2467153	2468484	+	yfdI	CPS-53 (KpLE1) prophage; predicted inner membrane protein (NCBI)	0.2755	133
16458	b2353	7	7023	2468837	2469127	+	tfaS	orf, hypothetical protein (VIMSS)	0.5361	9
16459	b2354	1	7023	2469099	2469539	-	yfdK	CPS-53 (KpLE1) prophage; conserved protein (NCBI)	0.4558	15
16460	b2355	7	7023	2469566	2470144	-	yfdL	CPS-53 (KpLE1) prophage; conserved protein (RefSeq)	0.5060	22
16461	b2356	7	7023	2470140	2470409	-	yfdM	orf, hypothetical protein (VIMSS)	0.5296	6
16462	b2357	1	7023	2470409	2470903	-	yfdN	CPS-53 (KpLE1) prophage; predicted protein (NCBI)	0.5434	10
16463	b2358	7	7023	2470900	2471607	-	oweS	CPS-53 (KpLE1) prophage; predicted defective phage replication protein O (RefSeq)	0.5226	11
16464	b2359	1	7023	2471626	2471988	+	yfdP	CPS-53 (KpLE1) prophage; predicted protein (RefSeq)	0.5014	7
16465	b2360	1	7023	2472054	2472878	+	yfdQ	CPS-53 (KpLE1) prophage; predicted protein (NCBI)	0.4570	26
16466	b2361	1	7023	2473006	2473542	+	b2361	orf, hypothetical protein (VIMSS)	0.4618	17
16467	b2362	1	7023	2473533	2473895	+	yfdS	CPS-53 (KpLE1) prophage; predicted protein (NCBI)	0.4711	11
16468	b2363	1	7023	2473895	2474200	+	yfdT	CPS-53 (KpLE1) prophage; predicted protein (NCBI)	0.4281	13
1936745	b4545	7	7023	2474203	2474253	+	ypdJ		0.4706	2
1936746	b4501	1	7023	2474332	2474532	+	torI	response regulator inhibitor for tor operon (NCBI)	0.4378	8
3446197	b4643	8	7023	2474606	2474620	+	pawZ	tRNA-OTHER (RefSeq)	0.6667	0
16469	b2364	1	7023	2474716	2475651	-	dsdC	DNA-binding transcriptional dual regulator (NCBI)	0.4808	33
16470	b2365	1	7023	2475869	2477206	+	dsdX	predicted transporter (NCBI)	0.4873	56
16471	b2366	1	7023	2477224	2478552	+	dsdA	D-serine dehydratase (NCBI)	0.5087	41
16472	b2367	1	7023	2478660	2480198	-	emrY	predicted multidrug efflux system (NCBI)	0.4165	88
16473	b2368	1	7023	2480198	2481361	-	emrK	EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component (NCBI)	0.4192	64
16474	b2369	1	7023	2481777	2482391	+	evgA	DNA-binding response regulator in two-component regulatory system with EvgS (NCBI)	0.4000	30
16475	b2370	1	7023	2482396	2485989	+	evgS	hybrid sensory histidine kinase in two-component regulatory system with EvgA (NCBI)	0.4082	198
16476	b2371	1	7023	2486045	2487190	-	yfdE	putative enzyme (VIMSS)	0.4546	59
16477	b2372	1	7023	2487264	2488208	-	yfdV	predicted transporter (NCBI)	0.4476	49
16478	b2373	1	7023	2488278	2489972	-	oxc	hypothetical protein (NCBI)	0.4661	67
16479	b2374	1	7023	2490026	2491276	-	frc	formyl-coenzyme A transferase (NCBI)	0.4708	47
16480	b2375	1	7023	2491789	2492424	-	yfdX	hypothetical protein (NCBI)	0.4623	23
16481	b2376	1	7023	2492720	2492995	+	ypdI	predicted lipoprotein involved in colanic acid biosynthesis (NCBI)	0.4022	9
16482	b2377	1	7023	2493072	2493314	-	yfdY	predicted inner membrane protein (NCBI)	0.4815	12
16483	b2378	1	7023	2493667	2494587	+	ddg	putative heat shock protein (VIMSS)	0.5147	29
7497359	b4680	1	7023	2494943	2495014	+	ypdK	expressed protein (RefSeq)	0.3889	3
16484	b2379	1	7023	2495079	2496317	-	yfdZ	hypothetical protein (NCBI)	0.5496	38
16485	b2380	1	7023	2496693	2498390	+	ypdA	predicted sensory kinase in two-component system with YpdB (NCBI)	0.5141	62
16486	b2381	1	7023	2498405	2499139	+	ypdB	predicted response regulator in two-component system withYpdA (NCBI)	0.4748	27
16487	b2382	1	7023	2499152	2500009	+	ypdC	predicted DNA-binding protein (NCBI)	0.5361	26
16488	b2383	1	7023	2500012	2502507	-	ypdD	fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component (NCBI)	0.5521	74
16489	b2384	1	7023	2502532	2503569	-	ypdE	predicted peptidase (NCBI)	0.5829	17
16490	b2385	1	7023	2503569	2504654	-	ypdF	predicted peptidase (NCBI)	0.5681	25
16491	b2386	1	7023	2504669	2505916	-	ypdG	predicted enzyme IIC component of PTS (NCBI)	0.5433	38
16492	b2387	1	7023	2505938	2506264	-	ypdH	predicted enzyme IIB component of PTS (NCBI)	0.5138	9
16493	b2388	1	7023	2506483	2507448	-	glk	glucokinase (NCBI)	0.5155	29
16494	b2389	1	7023	2507652	2508908	+	yfeO	hypothetical protein (NCBI)	0.5386	41
16495	b2390	1	7023	2509023	2509349	+	ypeC	hypothetical protein (NCBI)	0.5413	14
16497	b2392	1	7023	2509490	2510728	-	mntH	manganese transport protein MntH (NCBI)	0.5327	38
16498	b2393	1	7023	2511064	2512266	+	nupC	nucleoside (except guanosine) transporter (NCBI)	0.4988	29
16499	b2394	1	7023	2512353	2513465	+	yi81_3	IS186 hypothetical protein (VIMSS)	0.5193	33
16500	b2395	1	7023	2513665	2515854	-	yfeA	orf, hypothetical protein (VIMSS)	0.4900	78
1936751	b2396	5	7023	2516063	2516138	-	alaX	tRNA-Ala (NCBI)	0.6053	2
1936752	b2397	5	7023	2516178	2516253	-	alaW	tRNA-Ala (NCBI)	0.6053	2
16501	b2398	1	7023	2516489	2516833	+	yfeC	orf, hypothetical protein (VIMSS)	0.5014	9
16502	b2399	1	7023	2516835	2517227	+	yfeD	predicted DNA-binding transcriptional regulator (RefSeq)	0.4606	11
16503	b2400	1	7023	2517279	2518694	-	gltX	glutamyl-tRNA synthetase (NCBI)	0.5254	44
1936754	b2401	5	7023	2518953	2519028	+	valU	tRNA-Val (NCBI)	0.6184	1
1936755	b2402	5	7023	2519073	2519148	+	valX	tRNA-Val (NCBI)	0.6184	1
1936756	b2403	5	7023	2519195	2519270	+	valY	tRNA-Val (NCBI)	0.6184	1
1936757	b2404	5	7023	2519275	2519350	+	lysV	tRNA-Lys (NCBI)	0.5000	2
16504	b2405	1	7023	2519615	2520499	-	xapR	DNA-binding transcriptional activator (NCBI)	0.5051	27
16505	b2406	1	7023	2520751	2522007	-	xapB	xanthosine transporter (NCBI)	0.4805	45
16506	b2407	1	7023	2522067	2522900	-	xapA	purine nucleoside phosphorylase (NCBI)	0.5168	29
16507	b2408	1	7023	2523149	2523913	+	yfeN	conserved outer membrane protein (NCBI)	0.4523	43
16508	b2409	1	7023	2523952	2524878	-	yfeR	predicted DNA-binding transcriptional regulator (NCBI)	0.5394	22
16509	b2410	1	7023	2524968	2525966	+	yfeH	predicted inner membrane protein (NCBI)	0.5175	27
1936758	b4546	1	7023	2525963	2526181	-	ypeB	hypothetical protein (NCBI)	0.5160	8
16510	b2411	1	7023	2526183	2528198	-	ligA	NAD-dependent DNA ligase LigA (NCBI)	0.5441	46
16511	b2412	1	7023	2528269	2529255	-	zipA	cell division protein ZipA (NCBI)	0.5512	28
16512	b2413	1	7023	2529485	2530246	+	cysZ	putative sulfate transport protein CysZ (NCBI)	0.5013	32
16513	b2414	1	7023	2530431	2531402	+	cysK	cysteine synthase A, O-acetylserine sulfhydrolase A subunit (NCBI)	0.5031	32
16514	b2415	1	7023	2531786	2532043	+	ptsH	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr) (NCBI)	0.5078	6
16515	b2416	1	7023	2532088	2533815	+	ptsI	PEP-protein phosphotransferase of PTS system (enzyme I) (NCBI)	0.4965	56
16516	b2417	1	7023	2533856	2534365	+	crr	glucose-specific PTS system enzyme IIA component (NCBI)	0.4725	14
16517	b2418	1	7023	2534408	2535259	-	pdxK	pyridoxine kinase (NCBI)	0.5223	26
16518	b2419	1	7023	2535364	2535738	+	yfeK	hypothetical protein (NCBI)	0.4640	16
16519	b2420	1	7023	2535771	2536505	+	yfeS	hypothetical protein (NCBI)	0.3918	37
16520	b2421	1	7023	2536694	2537605	-	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B) (NCBI)	0.5647	17
16521	b2422	1	7023	2537739	2538836	-	cysA	sulfate/thiosulfate transporter subunit (NCBI)	0.5865	23
1936759	b2423	1	7023	2538826	2539701	-	cysW	sulfate/thiosulfate transporter subunit (NCBI)	0.5662	20
16523	b2424	1	7023	2539701	2540534	-	cysU	sulfate/thiosulfate transporter subunit (NCBI)	0.5624	24
16524	b2425	1	7023	2540534	2541550	-	cysP	thiosulfate transporter subunit (NCBI)	0.5379	33
16525	b2426	1	7023	2541854	2542645	-	ucpA	putative oxidoreductase (VIMSS)	0.5530	19
16526	b2427	1	7023	2542774	2543631	-	yfeT	predicted DNA-binding transcriptional regulator (NCBI)	0.5163	24
16527	b2428	1	7023	2543795	2544691	+	yfeU	N-acetylmuramic acid-6-phosphate etherase (NCBI)	0.5351	28
16528	b2429	1	7023	2544695	2546119	+	murP	N-acetylmuramic acid phosphotransfer permease (NCBI)	0.5656	43
16529	b2430	1	7023	2546124	2547428	+	b2430	putative beta-lactamase (VIMSS)	0.5188	43
16530	b2431	1	7023	2547668	2548567	-	b2431	orf, hypothetical protein (VIMSS)	0.5600	13
16531	b2432	1	7023	2548663	2549238	-	yfeY	hypothetical protein (NCBI)	0.5087	17
